Player;stats_Nation;stats_Pos;stats_Squad;stats_Comp;stats_Age;stats_Born;stats_MP;stats_Starts;stats_Min;stats_90s;stats_Gls;stats_Ast;stats_G+A;stats_G-PK;stats_PK;stats_PKatt;stats_CrdY;stats_CrdR;stats_Gls_1;stats_Ast_2;stats_G+A_3;stats_G-PK_4;stats_G+A-PK;shooting_Nation;shooting_Pos;shooting_Squad;shooting_Comp;shooting_Age;shooting_Born;shooting_90s;shooting_Gls;shooting_Sh;shooting_SoT;shooting_SoT%;shooting_Sh/90;shooting_SoT/90;shooting_G/Sh;shooting_G/SoT;shooting_Dist;shooting_PK;shooting_PKatt;passing_Nation;passing_Pos;passing_Squad;passing_Comp;passing_Age;passing_Born;passing_90s;passing_Cmp;passing_Att;passing_Cmp%;passing_TotDist;passing_PrgDist;passing_Cmp_5;passing_Att_6;passing_Cmp%_7;passing_Cmp_8;passing_Att_9;passing_Cmp%_10;passing_Cmp_11;passing_Att_12;passing_Cmp%_13;passing_Ast;passing_A-xAG;passing_KP;passing_1/3;passing_PPA;passing_CrsPA;passing_types_Nation;passing_types_Pos;passing_types_Squad;passing_types_Comp;passing_types_Age;passing_types_Born;passing_types_90s;passing_types_Att;passing_types_Live;passing_types_Dead;passing_types_FK;passing_types_TB;passing_types_Sw;passing_types_Crs;passing_types_TI;passing_types_CK;passing_types_In;passing_types_Out;passing_types_Str;passing_types_Cmp;passing_types_Off;passing_types_Blocks;gca_Nation;gca_Pos;gca_Squad;gca_Comp;gca_Age;gca_Born;gca_90s;gca_SCA;gca_SCA90;gca_PassLive;gca_PassDead;gca_TO;gca_Sh;gca_Fld;gca_Def;gca_GCA;gca_GCA90;gca_PassLive_14;gca_PassDead_15;gca_TO_16;gca_Sh_17;gca_Fld_18;gca_Def_19;defense_Nation;defense_Pos;defense_Squad;defense_Comp;defense_Age;defense_Born;defense_90s;defense_Tkl;defense_TklW;defense_Def 3rd;defense_Mid 3rd;defense_Att 3rd;defense_Tkl_20;defense_Att;defense_Tkl%;defense_Lost;defense_Blocks;defense_Sh;defense_Pass;defense_Int;defense_Tkl+Int;defense_Clr;defense_Err;possession_Nation;possession_Pos;possession_Squad;possession_Comp;possession_Age;possession_Born;possession_90s;possession_Touches;possession_Def Pen;possession_Def 3rd;possession_Mid 3rd;possession_Att 3rd;possession_Att Pen;possession_Live;possession_Att;possession_Succ;possession_Succ%;possession_Tkld;possession_Tkld%;possession_Carries;possession_TotDist;possession_PrgDist;possession_1/3;possession_CPA;possession_Mis;possession_Dis;possession_Rec;playingtime_Nation;playingtime_Pos;playingtime_Squad;playingtime_Comp;playingtime_Age;playingtime_Born;playingtime_MP;playingtime_Min;playingtime_Mn/MP;playingtime_Min%;playingtime_90s;playingtime_Starts;playingtime_Mn/Start;playingtime_Compl;playingtime_Subs;playingtime_Mn/Sub;playingtime_unSub;playingtime_PPM;playingtime_onG;playingtime_onGA;playingtime_+/-;playingtime_+/-90;playingtime_On-Off;misc_Nation;misc_Pos;misc_Squad;misc_Comp;misc_Age;misc_Born;misc_90s;misc_CrdY;misc_CrdR;misc_2CrdY;misc_Fls;misc_Fld;misc_Off;misc_Crs;misc_Int;misc_TklW;misc_PKwon;misc_PKcon;misc_OG
Enzo Ferrario;cl CHI;DF;La Calera;Primera Division Chile;22;2000;6;5;472;52;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;22;2000;52;0;1;0;0;19;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;22;2000;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;22;2000;52;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;22;2000;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;22;2000;52;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;22;2000;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;22;2000;6;472;79;175;52;5;90;5;1;22;7;133;10;8;2;38;42;cl CHI;DF;La Calera;Primera Division Chile;22;2000;52;0;0;0;5;4;0;1;6;3;0;0;0
Patricio Flores;cl CHI;MF;La Calera;Primera Division Chile;21;2002;8;2;198;22;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;21;2002;22;0;1;0;0;45;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;21;2002;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;21;2002;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;21;2002;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;21;2002;22;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;21;2002;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;21;2002;8;198;25;73;22;2;76;1;6;8;6;163;5;6;-1;-45;-53;cl CHI;MF;La Calera;Primera Division Chile;21;2002;22;1;0;0;6;2;0;0;4;4;0;0;0
Farick Haddad;cl CHI;MF;La Calera;Primera Division Chile;20;2002;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;20;2002;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;20;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;20;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;20;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;20;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;20;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;La Calera;Primera Division Chile;20;2002;2;3;2;1;0;0;0;0;2;2;5;100;0;0;0;0;-3;cl CHI;MF;La Calera;Primera Division Chile;20;2002;0;0;0;0;0;0;0;0;0;0;0;0;0
Nicolás Peñailillo;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;11;3;269;30;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;30;0;3;1;333;100;33;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;30;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;30;0;5;0;0;0;0;0;0;0;0;0;0;7;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;11;269;24;100;30;3;55;0;8;13;1;173;4;5;-1;-33;-41;cl CHI;MF,DF;La Calera;Primera Division Chile;31;1991;30;1;0;0;5;4;1;9;7;5;0;0;0
John Salas;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;14;6;656;73;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;73;0;4;0;0;55;0;0;0;0;0;0;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;73;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;73;0;3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;14;656;47;243;73;6;77;2;8;25;6;121;6;6;0;0;-4;cl CHI;DF,MF;La Calera;Primera Division Chile;26;1996;73;0;0;0;1;4;0;14;4;3;0;0;0
Diego Sanhueza;cl CHI;DF;La Calera;Primera Division Chile;20;2002;2;1;91;10;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;20;2002;10;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;20;2002;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;20;2002;10;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;20;2002;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;20;2002;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;20;2002;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;20;2002;2;91;46;34;10;1;90;1;1;1;1;150;1;2;-1;-99;-106;cl CHI;DF;La Calera;Primera Division Chile;20;2002;10;0;0;0;4;1;0;2;0;1;0;0;0
Federico Mateos;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;20;18;1,617;180;2;2;4;2;0;0;8;0;11;11;22;11;22;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;180;2;32;7;219;178;39;6;29;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;180;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;180;0;36;0;0;0;0;0;0;0;0;0;0;15;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;20;1,617;81;599;180;18;86;9;2;35;0;165;26;20;6;33;100;ar ARG;MF;U de Chile;Primera Division Chile;29;1993;180;8;0;0;28;11;0;29;15;36;0;0;0
Esteban Valencia;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;27;24;1,958;218;0;0;0;0;0;0;9;1;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;218;0;13;3;231;60;14;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;218;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;218;0;29;0;0;0;0;0;0;0;0;0;0;35;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;27;1,958;73;725;218;24;80;12;3;14;0;133;27;31;-4;-18;-79;cl CHI;MF,DF;La Calera;Primera Division Chile;23;1999;218;9;1;1;24;5;0;37;35;29;0;0;0
Rodrigo Cisterna;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;21;9;736;82;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;82;0;13;2;154;159;24;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;82;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;82;0;12;0;0;0;0;0;0;0;0;0;0;7;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;21;736;35;273;82;9;60;0;12;17;4;124;9;11;-2;-24;-6;cl CHI;MF;Ñublense;Primera Division Chile;20;2002;82;0;0;0;11;21;0;17;7;12;0;0;0
Santiago Dittborn;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;8;1;167;19;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;19;0;2;0;0;108;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;19;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;19;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;8;167;21;62;19;1;45;0;7;17;5;113;0;5;-5;-269;-266;cl CHI;MF;Ñublense;Primera Division Chile;30;1992;19;0;0;0;5;3;0;10;2;4;0;0;0
Pedro Ojeda;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;24;20;1,691;188;0;2;2;0;0;0;8;0;0;11;11;0;11;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;188;0;5;0;0;27;0;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;188;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;188;0;28;0;0;0;0;0;0;0;0;0;0;41;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;24;1,691;70;626;188;20;82;10;4;14;0;150;25;29;-4;-21;-39;ar ARG;MF;U de Chile;Primera Division Chile;25;1997;188;8;0;0;22;9;1;12;41;28;0;0;0
Enzo Guerrero;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;14;10;767;85;0;0;0;0;0;0;4;0;0;0;0;0;0;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;85;0;3;0;0;35;0;0;0;0;0;0;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;85;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;85;0;14;0;0;0;0;0;0;0;0;0;0;17;0;0;0;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;14;767;55;284;85;10;75;6;4;4;8;173;13;10;3;35;77;cl CHI;DF;Ñublense;Primera Division Chile;32;1991;85;4;0;0;8;8;0;2;17;14;0;0;1
Juan Pablo Gómez;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;25;19;1,583;176;0;1;1;0;0;0;2;0;0;6;6;0;6;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;176;0;10;3;300;57;17;0;0;0;0;0;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;176;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;176;0;25;0;0;0;0;0;0;0;0;0;0;14;0;0;0;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;25;1,583;63;586;176;19;77;10;6;20;0;136;22;27;-5;-28;-53;ar ARG;MF,DF;U de Chile;Primera Division Chile;31;1991;176;2;0;0;8;3;1;50;14;25;0;0;0
Cristian Palacios;uy URU;FW;U de Chile;Primera Division Chile;32;1990;24;15;1,399;155;9;2;11;9;0;0;1;0;58;13;71;58;71;uy URU;FW;U de Chile;Primera Division Chile;32;1990;155;9;64;30;469;412;193;14;30;0;0;0;uy URU;FW;U de Chile;Primera Division Chile;32;1990;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;uy URU;FW;U de Chile;Primera Division Chile;32;1990;155;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;uy URU;FW;U de Chile;Primera Division Chile;32;1990;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;FW;U de Chile;Primera Division Chile;32;1990;155;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;0;uy URU;FW;U de Chile;Primera Division Chile;32;1990;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;FW;U de Chile;Primera Division Chile;32;1990;24;1,399;58;518;155;15;81;6;9;21;0;121;22;23;-1;-6;0;uy URU;FW;U de Chile;Primera Division Chile;32;1990;155;1;0;0;8;14;18;19;3;6;0;0;0
Walter Martínez;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;4;0;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;1;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;4;6;2;2;1;0;0;0;4;2;2;125;2;0;2;3000;3027;cl CHI;MF;Ñublense;Primera Division Chile;23;2000;1;1;0;0;2;1;0;0;0;1;0;0;0
Hernán Muñoz;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;2;2;180;20;0;0;0;0;0;0;3;1;0;0;0;0;0;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;20;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;2;180;90;67;20;2;90;2;0;0;23;80;6;13;-7;-350;-354;cl CHI;GK;Ñublense;Primera Division Chile;34;1988;20;3;1;0;1;0;0;0;0;0;0;0;0
Raimundo Rebolledo;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;21;14;1,302;145;0;0;0;0;0;0;5;2;0;0;0;0;0;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;145;0;10;1;100;69;7;0;0;0;0;0;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;145;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;145;0;28;0;0;0;0;0;0;0;0;0;0;30;0;0;0;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;21;1,302;62;482;145;14;80;6;7;26;4;100;16;16;0;0;39;cl CHI;DF,MF;Ñublense;Primera Division Chile;25;1997;145;5;2;1;12;15;2;37;30;28;0;0;0
Diego Carreño;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;2;2;180;20;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;20;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;2;180;90;67;20;2;90;2;0;0;13;0;0;3;-3;-150;-154;cl CHI;GK;O'Higgins;Primera Division Chile;20;2002;20;0;0;0;0;0;0;0;0;0;0;0;0
Cristóbal Castillo;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;10;4;391;43;0;0;0;0;0;0;2;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;43;0;1;0;0;23;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;43;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;43;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;10;391;39;145;43;4;79;2;6;12;8;210;10;4;6;138;169;cl CHI;MF;O'Higgins;Primera Division Chile;22;2000;43;2;0;0;4;6;0;1;2;2;0;0;0
Juan Fuentes;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;19;16;1,355;151;0;0;0;0;0;0;4;1;0;0;0;0;0;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;151;0;4;0;0;27;0;0;0;0;0;0;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;151;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;151;0;9;0;0;0;0;0;0;0;0;0;0;17;0;0;0;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;19;1,355;71;502;151;16;80;11;3;27;2;147;22;21;1;7;27;cl CHI;DF,MF;O'Higgins;Primera Division Chile;27;1995;151;4;1;0;20;5;0;1;17;9;0;0;0
Ronald Guzmán;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;3;3;239;27;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;27;0;1;0;0;38;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;27;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;27;0;2;0;0;0;0;0;0;0;0;0;0;9;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;3;239;80;89;27;3;80;1;0;0;0;33;1;3;-2;-75;-75;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;27;1;0;0;2;5;0;6;9;2;0;0;0
