Player;stats_Nation;stats_Pos;stats_Squad;stats_Comp;stats_Age;stats_Born;stats_MP;stats_Starts;stats_Min;stats_90s;stats_Gls;stats_Ast;stats_G+A;stats_G-PK;stats_PK;stats_PKatt;stats_CrdY;stats_CrdR;stats_Gls_1;stats_Ast_2;stats_G+A_3;stats_G-PK_4;stats_G+A-PK;shooting_Nation;shooting_Pos;shooting_Squad;shooting_Comp;shooting_Age;shooting_Born;shooting_90s;shooting_Gls;shooting_Sh;shooting_SoT;shooting_SoT%;shooting_Sh/90;shooting_SoT/90;shooting_G/Sh;shooting_G/SoT;shooting_Dist;shooting_PK;shooting_PKatt;passing_Nation;passing_Pos;passing_Squad;passing_Comp;passing_Age;passing_Born;passing_90s;passing_Cmp;passing_Att;passing_Cmp%;passing_TotDist;passing_PrgDist;passing_Cmp_5;passing_Att_6;passing_Cmp%_7;passing_Cmp_8;passing_Att_9;passing_Cmp%_10;passing_Cmp_11;passing_Att_12;passing_Cmp%_13;passing_Ast;passing_A-xAG;passing_KP;passing_1/3;passing_PPA;passing_CrsPA;passing_types_Nation;passing_types_Pos;passing_types_Squad;passing_types_Comp;passing_types_Age;passing_types_Born;passing_types_90s;passing_types_Att;passing_types_Live;passing_types_Dead;passing_types_FK;passing_types_TB;passing_types_Sw;passing_types_Crs;passing_types_TI;passing_types_CK;passing_types_In;passing_types_Out;passing_types_Str;passing_types_Cmp;passing_types_Off;passing_types_Blocks;gca_Nation;gca_Pos;gca_Squad;gca_Comp;gca_Age;gca_Born;gca_90s;gca_SCA;gca_SCA90;gca_PassLive;gca_PassDead;gca_TO;gca_Sh;gca_Fld;gca_Def;gca_GCA;gca_GCA90;gca_PassLive_14;gca_PassDead_15;gca_TO_16;gca_Sh_17;gca_Fld_18;gca_Def_19;defense_Nation;defense_Pos;defense_Squad;defense_Comp;defense_Age;defense_Born;defense_90s;defense_Tkl;defense_TklW;defense_Def 3rd;defense_Mid 3rd;defense_Att 3rd;defense_Tkl_20;defense_Att;defense_Tkl%;defense_Lost;defense_Blocks;defense_Sh;defense_Pass;defense_Int;defense_Tkl+Int;defense_Clr;defense_Err;possession_Nation;possession_Pos;possession_Squad;possession_Comp;possession_Age;possession_Born;possession_90s;possession_Touches;possession_Def Pen;possession_Def 3rd;possession_Mid 3rd;possession_Att 3rd;possession_Att Pen;possession_Live;possession_Att;possession_Succ;possession_Succ%;possession_Tkld;possession_Tkld%;possession_Carries;possession_TotDist;possession_PrgDist;possession_1/3;possession_CPA;possession_Mis;possession_Dis;possession_Rec;playingtime_Nation;playingtime_Pos;playingtime_Squad;playingtime_Comp;playingtime_Age;playingtime_Born;playingtime_MP;playingtime_Min;playingtime_Mn/MP;playingtime_Min%;playingtime_90s;playingtime_Starts;playingtime_Mn/Start;playingtime_Compl;playingtime_Subs;playingtime_Mn/Sub;playingtime_unSub;playingtime_PPM;playingtime_onG;playingtime_onGA;playingtime_+/-;playingtime_+/-90;playingtime_On-Off;misc_Nation;misc_Pos;misc_Squad;misc_Comp;misc_Age;misc_Born;misc_90s;misc_CrdY;misc_CrdR;misc_2CrdY;misc_Fls;misc_Fld;misc_Off;misc_Crs;misc_Int;misc_TklW;misc_PKwon;misc_PKcon;misc_OG
José Ignacio González;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;24;24;2,16;240;0;0;0;0;0;0;5;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;240;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;24;2,16;90;800;240;24;90;24;0;0;2;121;31;31;0;0;33;cl CHI;GK;O'Higgins;Primera Division Chile;33;1989;240;5;0;0;1;4;0;0;0;0;0;0;0
Emanuel Cecchini;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;17;12;1,047;116;0;0;0;0;0;0;3;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;116;0;9;2;222;77;17;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;116;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;116;0;20;0;0;0;0;0;0;0;0;0;0;11;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;17;1,047;62;388;116;12;76;5;5;28;1;129;19;15;4;34;34;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;116;3;0;0;14;8;1;1;11;20;0;0;0
Matías Meneses;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;2;0;0;643;0;0;0;0;0;0;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;28;9;10;3;0;0;0;3;9;1;100;0;0;0;0;7;cl CHI;FW;O'Higgins;Primera Division Chile;23;1999;3;0;0;0;0;1;0;4;0;0;0;0;0
Pedro Navarro;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;5;0;40;4;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;4;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;5;40;8;15;4;0;0;0;5;8;2;140;3;2;1;225;235;cl CHI;DF;O'Higgins;Primera Division Chile;21;2001;4;1;0;0;1;0;0;1;1;0;0;0;0
Manuel Fernández;uy URU;DF;Unión Española;Primera Division Chile;34;1989;15;12;1,129;125;1;0;1;1;0;0;6;1;8;0;8;8;8;uy URU;DF;Unión Española;Primera Division Chile;34;1989;125;1;3;1;333;24;8;33;100;0;0;0;uy URU;DF;Unión Española;Primera Division Chile;34;1989;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;DF;Unión Española;Primera Division Chile;34;1989;125;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;uy URU;DF;Unión Española;Primera Division Chile;34;1989;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;DF;Unión Española;Primera Division Chile;34;1989;125;0;19;0;0;0;0;0;0;0;0;0;0;17;0;0;0;uy URU;DF;Unión Española;Primera Division Chile;34;1989;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;DF;Unión Española;Primera Division Chile;34;1989;15;1,129;75;418;125;12;90;9;3;17;6;94;19;25;-6;-48;-105;uy URU;DF;Unión Española;Primera Division Chile;34;1989;125;6;1;1;14;4;3;2;17;19;0;0;0
Benjamín Galdames;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;14;7;674;75;0;0;0;0;0;0;0;0;0;0;0;0;0;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;75;0;16;5;313;214;67;0;0;0;0;0;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;75;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;75;0;9;0;0;0;0;0;0;0;0;0;0;4;0;0;0;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;14;674;48;250;75;7;74;1;7;22;1;143;8;5;3;40;36;mx MEX;MF,FW;Unión Española;Primera Division Chile;21;2001;75;0;0;0;2;21;0;31;4;9;0;0;0
Leandro Garate;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;30;30;2,552;284;14;8;22;11;3;3;6;0;49;28;78;39;67;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;284;14;95;46;484;335;162;12;24;0;3;3;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;284;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;284;0;12;0;0;0;0;0;0;0;0;0;0;5;0;0;0;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;30;2,552;85;945;284;30;85;16;0;0;0;130;38;34;4;14;14;ar ARG;FW;Unión Española;Primera Division Chile;29;1993;284;6;0;0;29;21;19;29;5;12;0;0;0
Nicolás Guirin;uy URU;GK;Unión Española;Primera Division Chile;27;1995;4;4;360;40;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;GK;Unión Española;Primera Division Chile;27;1995;40;0;0;0;0;0;0;0;0;0;0;0;uy URU;GK;Unión Española;Primera Division Chile;27;1995;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;GK;Unión Española;Primera Division Chile;27;1995;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;GK;Unión Española;Primera Division Chile;27;1995;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;GK;Unión Española;Primera Division Chile;27;1995;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;GK;Unión Española;Primera Division Chile;27;1995;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;GK;Unión Española;Primera Division Chile;27;1995;4;360;90;133;40;4;90;4;0;0;0;175;6;7;-1;-25;-44;uy URU;GK;Unión Española;Primera Division Chile;27;1995;40;0;0;0;0;1;0;0;0;0;0;0;0
Luis Ureta;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;4;4;360;40;0;0;0;0;0;0;2;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;40;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;4;360;90;133;40;4;90;4;0;0;14;120;6;6;0;0;8;cl CHI;GK;O'Higgins;Primera Division Chile;23;1999;40;2;0;0;1;2;0;0;0;0;0;0;0
Martín Araya;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;15;8;6;2;0;0;0;2;8;4;50;1;1;0;0;-20;cl CHI;MF;Palestino;Primera Division Chile;17;2005;2;0;0;0;0;0;0;0;1;0;0;0;0
Gonzalo Collao;cl CHI;GK;Palestino;Primera Division Chile;25;1997;4;3;316;35;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Palestino;Primera Division Chile;25;1997;35;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Palestino;Primera Division Chile;25;1997;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Palestino;Primera Division Chile;25;1997;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Palestino;Primera Division Chile;25;1997;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Palestino;Primera Division Chile;25;1997;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Palestino;Primera Division Chile;25;1997;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Palestino;Primera Division Chile;25;1997;4;316;79;117;35;3;90;3;1;46;14;75;4;8;-4;-114;-152;cl CHI;GK;Palestino;Primera Division Chile;25;1997;35;0;0;0;1;0;0;0;0;0;0;0;0
Vicente Fernández;cl CHI;DF;Palestino;Primera Division Chile;23;1999;2;2;135;15;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;25;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;25;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;25;0;5;0;0;0;0;0;0;0;0;0;0;6;0;0;0;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;6;224;37;83;25;2;74;0;4;19;1;83;2;6;-4;-161;-168;cl CHI;MF,DF;U de Chile;Primera Division Chile;23;1999;25;0;0;0;3;5;0;13;6;5;0;0;0
Maicol León;cl CHI;MF;Palestino;Primera Division Chile;19;2003;10;0;162;18;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;18;0;1;0;0;56;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;18;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;18;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;10;162;16;60;18;0;0;0;10;16;7;160;4;4;0;0;-21;cl CHI;MF;Palestino;Primera Division Chile;19;2003;18;0;0;0;1;4;0;2;1;0;0;0;0
Alan Riquelme;cl CHI;DF;Palestino;Primera Division Chile;19;2003;3;3;179;20;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;19;2003;20;0;2;0;0;101;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;19;2003;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;19;2003;20;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;19;2003;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;19;2003;20;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;19;2003;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;19;2003;3;179;60;66;20;3;60;1;0;0;4;100;1;7;-6;-302;-345;cl CHI;DF;Palestino;Primera Division Chile;19;2003;20;1;0;0;3;4;0;2;0;4;0;0;0
Benjamín Rojas;cl CHI;DF;Palestino;Primera Division Chile;21;2001;19;11;1,007;112;0;0;0;0;0;0;2;1;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;21;2001;112;0;3;0;0;27;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;21;2001;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;21;2001;112;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;21;2001;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;21;2001;112;0;15;0;0;0;0;0;0;0;0;0;0;16;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;21;2001;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;21;2001;19;1,007;53;373;112;11;81;7;8;14;2;147;14;21;-7;-63;-132;cl CHI;DF;Palestino;Primera Division Chile;21;2001;112;2;1;0;15;9;0;5;16;15;0;0;0
Iván Román;cl CHI;DF;Palestino;Primera Division Chile;16;2006;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;16;2006;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;16;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;16;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;16;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;16;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;16;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Palestino;Primera Division Chile;16;2006;2;4;2;1;0;0;0;0;2;2;7;200;0;0;0;0;-20;cl CHI;DF;Palestino;Primera Division Chile;16;2006;0;0;0;0;0;0;0;0;1;0;0;0;0
Dilan Salgado;cl CHI;MF;Palestino;Primera Division Chile;19;2003;4;0;72;8;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;8;0;3;1;333;375;125;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;8;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;8;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Palestino;Primera Division Chile;19;2003;4;72;18;27;8;0;0;0;4;18;11;100;2;2;0;0;-21;cl CHI;MF;Palestino;Primera Division Chile;19;2003;8;0;0;0;2;1;0;5;2;0;0;0;0
Yonathan Andía;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;27;12;1,194;133;0;0;0;0;0;0;5;0;0;0;0;0;0;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;133;0;6;0;0;45;0;0;0;0;0;0;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;133;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;133;0;9;0;0;0;0;0;0;0;0;0;0;14;0;0;0;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;27;1,194;44;442;133;12;77;6;15;18;2;133;17;16;1;8;25;cl CHI;DF,MF;U de Chile;Primera Division Chile;30;1992;133;5;0;0;8;14;2;36;14;9;0;0;0
Rodrigo Piñeiro;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;21;19;1,647;183;11;3;14;11;0;0;4;0;60;16;77;60;77;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;183;11;51;21;412;279;115;22;52;0;0;0;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;183;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;183;0;13;0;0;0;0;0;0;0;0;0;0;8;0;0;0;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;21;1,647;78;610;183;19;83;10;2;39;0;143;32;28;4;22;22;uy URU;MF,FW;Unión Española;Primera Division Chile;23;1999;183;4;0;0;13;11;2;31;8;13;0;0;0
Cristóbal Campos;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;21;21;1,845;205;0;0;0;0;0;0;2;0;0;0;0;0;0;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;205;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;21;1,845;88;683;205;21;88;20;0;0;8;143;24;26;-2;-10;-10;cl CHI;GK;U de Chile;Primera Division Chile;23;1999;205;2;0;0;0;3;0;0;0;0;0;0;1
Thomas Rodríguez;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;9;3;238;26;0;1;1;0;0;0;2;0;0;38;38;0;38;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;26;0;2;0;0;76;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;26;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;26;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;9;238;26;88;26;3;53;0;6;13;7;178;3;2;1;38;27;ar ARG;MF;Unión Española;Primera Division Chile;26;1996;26;2;0;0;7;1;0;10;1;2;0;0;0
